"oxide",  "APXS analysis ver 1","statistical uncertainty (precision)"
Na2O    ,  2.25    ,  0.13  
MgO     ,  6.76    ,  0.17  
Al2O3   ,  8.70    ,  0.19  
SiO2    , 43.63    ,  0.53  
P2O5    ,  0.70    ,  0.07  
SO3     ,  6.01    ,  0.15  
Cl      ,  1.07    ,  0.05  
K2O     ,  0.59    ,  0.04  
CaO     ,  6.81    ,  0.10  
TiO2    ,  1.22    ,  0.07  
Cr2O3   ,  0.37    ,  0.03  
MnO     ,  0.29    ,  0.03  
FeO     , 21.22    ,  0.26  
Ni      ,  0.0520  ,  0.0035
Zn      ,  0.0651  ,  0.0030
Br      ,  0.0363  ,  0.0015
