"Target: McGrath_3, Contains DAT files: APB_421484874ESC02700060000_______M2.DAT"
 7271.7  ,      31
 7296.1  ,      29
 7320.5  ,      18
 7344.9  ,      29
 7369.4  ,      32
 7393.8  ,      36
 7418.2  ,      40
 7442.6  ,      42
 7467.0  ,      43
 7491.4  ,      60
 7515.8  ,      40
 7540.3  ,      38
 7564.7  ,      21
 7589.1  ,      22
 7613.5  ,      15
 7637.9  ,      12
 7662.3  ,      11
 7686.7  ,      12
 7711.2  ,      10
 7735.6  ,      17
 7760.0  ,       8
 7784.4  ,      13
 7808.8  ,       9
 7833.2  ,      12
 7857.6  ,      12
 7882.0  ,      13
 7906.5  ,      10
 7930.9  ,      13
 7955.3  ,      11
 7979.7  ,      10
 8004.1  ,      12
 8028.5  ,       5
 8052.9  ,      11
 8077.4  ,       8
 8101.8  ,      16
 8126.2  ,      10
 8150.6  ,      15
 8175.0  ,      25
 8199.4  ,      13
 8223.8  ,      18
 8248.3  ,      18
 8272.7  ,      21
 8297.1  ,      23
 8321.5  ,      11
 8345.9  ,       6
 8370.3  ,      10
 8394.7  ,      10
 8419.1  ,      24
 8443.6  ,      19
 8468.0  ,      20
 8492.4  ,      36
 8516.8  ,      48
 8541.2  ,      58
 8565.6  ,      83
 8590.0  ,      65
 8614.5  ,      79
 8638.9  ,      75
 8663.3  ,      77
 8687.7  ,      81
 8712.1  ,      49
 8736.5  ,      35
 8760.9  ,      29
 8785.4  ,      20
 8809.8  ,      10
 8834.2  ,      20
 8858.6  ,      16
 8883.0  ,       7
 8907.4  ,      10
 8931.8  ,       8
 8956.2  ,      11
 8980.7  ,      16
 9005.1  ,      14
 9029.5  ,      13
 9053.9  ,       3
 9078.3  ,      15
 9102.7  ,       8
 9127.1  ,       9
 9151.6  ,       9
 9176.0  ,      16
 9200.4  ,      16
 9224.8  ,       9
 9249.2  ,      14
 9273.6  ,      12
 9298.0  ,      12
 9322.5  ,      13
 9346.9  ,       8
 9371.3  ,      18
 9395.7  ,      12
 9420.1  ,       9
 9444.5  ,      18
 9468.9  ,      18
 9493.3  ,      21
 9517.8  ,      14
 9542.2  ,      24
 9566.6  ,      19
 9591.0  ,      22
 9615.4  ,      23
 9639.8  ,      19
 9664.2  ,      17
 9688.7  ,      16
 9713.1  ,      15
 9737.5  ,      14
 9761.9  ,      20
 9786.3  ,      28
 9810.7  ,      20
 9835.1  ,      11
 9859.6  ,      10
 9884.0  ,      27
 9908.4  ,      15
 9932.8  ,      17
 9957.2  ,      16
 9981.6  ,      12
10006.0  ,      17
10030.5  ,      14
10054.9  ,      13
10079.3  ,      11
10103.7  ,       7
10128.1  ,       5
10152.5  ,      13
10176.9  ,      11
10201.3  ,      11
10225.8  ,       9
10250.2  ,      11
10274.6  ,       9
10299.0  ,      14
10323.4  ,       6
10347.8  ,      15
10372.2  ,      14
10396.7  ,       9
10421.1  ,      14
10445.5  ,      11
10469.9  ,      19
10494.3  ,      14
10518.7  ,      17
10543.1  ,      16
10567.6  ,      13
10592.0  ,      19
10616.4  ,      11
10640.8  ,       9
10665.2  ,      15
10689.6  ,      10
10714.0  ,       9
10738.4  ,       8
10762.9  ,      13
10787.3  ,      11
10811.7  ,      13
10836.1  ,      17
10860.5  ,       9
10884.9  ,      11
10909.3  ,       8
10933.8  ,      13
10958.2  ,      10
10982.6  ,      16
11007.0  ,      10
11031.4  ,      12
11055.8  ,       7
11080.2  ,      11
11104.7  ,      16
11129.1  ,      11
11153.5  ,      15
11177.9  ,      11
11202.3  ,      18
11226.7  ,      18
11251.1  ,      17
11275.5  ,      14
11300.0  ,      13
11324.4  ,      23
11348.8  ,      14
11373.2  ,      14
11397.6  ,      11
11422.0  ,      18
11446.4  ,      16
11470.9  ,      17
11495.3  ,      15
11519.7  ,      13
11544.1  ,      17
11568.5  ,      19
11592.9  ,      19
11617.3  ,      18
11641.8  ,      24
11666.2  ,      21
11690.6  ,      35
11715.0  ,      38
11739.4  ,      40
11763.8  ,      67
11788.2  ,      60
11812.6  ,      92
11837.1  ,      88
11861.5  ,     109
11885.9  ,     106
11910.3  ,     120
11934.7  ,     118
11959.1  ,      90
11983.5  ,      81
12008.0  ,      70
12032.4  ,      63
12056.8  ,      47
12081.2  ,      39
12105.6  ,      34
12130.0  ,      46
12154.4  ,      33
12178.9  ,      27
12203.3  ,      24
12227.7  ,      22
12252.1  ,      26
12276.5  ,      19
12300.9  ,      21
12325.3  ,      12
12349.8  ,      24
12374.2  ,      16
12398.6  ,      20
12423.0  ,      19
12447.4  ,      15
12471.8  ,      11
12496.2  ,      22
12520.6  ,      21
12545.1  ,      18
12569.5  ,      17
12593.9  ,      23
12618.3  ,      28
12642.7  ,      22
12667.1  ,      20
12691.5  ,      23
12716.0  ,      22
12740.4  ,      22
12764.8  ,      32
12789.2  ,      34
12813.6  ,      19
12838.0  ,      27
12862.4  ,      43
12886.9  ,      29
12911.3  ,      33
12935.7  ,      32
12960.1  ,      44
12984.5  ,      49
13008.9  ,      41
13033.3  ,      40
13057.7  ,      54
13082.2  ,      49
13106.6  ,      49
13131.0  ,      66
13155.4  ,      81
13179.8  ,      91
13204.2  ,      73
13228.6  ,      95
13253.1  ,     105
13277.5  ,     124
13301.9  ,     123
13326.3  ,     138
13350.7  ,     169
13375.1  ,     197
13399.5  ,     179
13424.0  ,     164
13448.4  ,     165
13472.8  ,     176
13497.2  ,     165
13521.6  ,     178
13546.0  ,     145
13570.4  ,     159
13594.8  ,     162
13619.3  ,     157
13643.7  ,     153
13668.1  ,     159
13692.5  ,     129
13716.9  ,     115
13741.3  ,     105
13765.7  ,     103
13790.2  ,      99
13814.6  ,      87
13839.0  ,      82
13863.4  ,      69
13887.8  ,      79
13912.2  ,      62
13936.6  ,      74
13961.1  ,      67
13985.5  ,      66
14009.9  ,      93
14034.3  ,     102
14058.7  ,     110
14083.1  ,     136
14107.5  ,     121
14131.9  ,     164
14156.4  ,     172
14180.8  ,     196
14205.2  ,     259
14229.6  ,     270
14254.0  ,     287
14278.4  ,     265
14302.8  ,     300
14327.3  ,     225
14351.7  ,     189
14376.1  ,     158
14400.5  ,     123
14424.9  ,      85
14449.3  ,      54
14473.7  ,      49
14498.2  ,      36
14522.6  ,      23
14547.0  ,      22
14571.4  ,      19
14595.8  ,      11
14620.2  ,      14
14644.6  ,      16
14669.1  ,      27
14693.5  ,      17
14717.9  ,      18
14742.3  ,      18
14766.7  ,      20
14791.1  ,      17
14815.5  ,      12
14839.9  ,      21
14864.4  ,      26
14888.8  ,      23
14913.2  ,      15
14937.6  ,      20
14962.0  ,      22
14986.4  ,      15
15010.8  ,      16
15035.3  ,      28
15059.7  ,      19
15084.1  ,      34
15108.5  ,      20
15132.9  ,      28
15157.3  ,      19
15181.7  ,      23
15206.2  ,      35
15230.6  ,      25
15255.0  ,      28
15279.4  ,      24
15303.8  ,      27
15328.2  ,      26
15352.6  ,      26
15377.0  ,      44
15401.5  ,      25
15425.9  ,      43
15450.3  ,      39
15474.7  ,      46
15499.1  ,      67
15523.5  ,      78
15547.9  ,      94
15572.4  ,     127
15596.8  ,     140
15621.2  ,     194
15645.6  ,     232
15670.0  ,     269
15694.4  ,     277
15718.8  ,     319
15743.3  ,     354
15767.7  ,     348
15792.1  ,     324
15816.5  ,     308
15840.9  ,     236
15865.3  ,     205
15889.7  ,     168
15914.1  ,     161
15938.6  ,     111
15963.0  ,     102
15987.4  ,      90
16011.8  ,      78
16036.2  ,      60
16060.6  ,      74
16085.0  ,      84
16109.5  ,      78
16133.9  ,      62
16158.3  ,      86
16182.7  ,      69
16207.1  ,      77
16231.5  ,      87
16255.9  ,      86
16280.4  ,      66
16304.8  ,      83
16329.2  ,     108
16353.6  ,      80
16378.0  ,      88
16402.4  ,      82
16426.8  ,      85
16451.2  ,      99
16475.7  ,      91
16500.1  ,      85
16524.5  ,      90
16548.9  ,      76
16573.3  ,      80
16597.7  ,     105
16622.1  ,      91
16646.6  ,      97
16671.0  ,     101
16695.4  ,     119
16719.8  ,     110
16744.2  ,     117
16768.6  ,     125
16793.0  ,     143
16817.5  ,     125
16841.9  ,     126
16866.3  ,     134
16890.7  ,     157
16915.1  ,     181
16939.5  ,     180
16963.9  ,     207
16988.4  ,     181
17012.8  ,     204
17037.2  ,     212
17061.6  ,     209
17086.0  ,     244
17110.4  ,     234
17134.8  ,     221
17159.2  ,     252
17183.7  ,     235
17208.1  ,     247
17232.5  ,     230
17256.9  ,     233
17281.3  ,     233
17305.7  ,     226
17330.1  ,     204
17354.6  ,     150
17379.0  ,     158
17403.4  ,     145
17427.8  ,     152
17452.2  ,     140
17476.6  ,     106
17501.0  ,     101
17525.5  ,     113
17549.9  ,     107
17574.3  ,      96
17598.7  ,     122
17623.1  ,     110
17647.5  ,     117
17671.9  ,     126
17696.3  ,     116
17720.8  ,     110
17745.2  ,      98
17769.6  ,      66
17794.0  ,      64
17818.4  ,      54
17842.8  ,      56
17867.2  ,      49
17891.7  ,      44
17916.1  ,      51
17940.5  ,      39
17964.9  ,      45
17989.3  ,      54
18013.7  ,      55
18038.1  ,      45
18062.6  ,      51
18087.0  ,      71
18111.4  ,      68
18135.8  ,     101
18160.2  ,     106
18184.6  ,     123
18209.0  ,     170
18233.4  ,     168
18257.9  ,     216
18282.3  ,     228
18306.7  ,     202
18331.1  ,     214
18355.5  ,     200
18379.9  ,     172
18404.3  ,     142
18428.8  ,     111
18453.2  ,      94
18477.6  ,      67
18502.0  ,      55
18526.4  ,      32
18550.8  ,      31
18575.2  ,      22
18599.7  ,      14
18624.1  ,      21
18648.5  ,      19
18672.9  ,      10
18697.3  ,      13
18721.7  ,      20
18746.1  ,       9
18770.5  ,      12
18795.0  ,      11
18819.4  ,      14
18843.8  ,       8
18868.2  ,      12
18892.6  ,      19
18917.0  ,      18
18941.4  ,      11
18965.9  ,      24
18990.3  ,      12
19014.7  ,      25
19039.1  ,      16
19063.5  ,      25
19087.9  ,      20
19112.3  ,      16
19136.8  ,      17
19161.2  ,      18
19185.6  ,      17
19210.0  ,      25
19234.4  ,      19
19258.8  ,      23
19283.2  ,      25
19307.7  ,      34
19332.1  ,      30
19356.5  ,      34
19380.9  ,      31
19405.3  ,      45
19429.7  ,      32
19454.1  ,      36
19478.5  ,      27
19503.0  ,      33
19527.4  ,      33
19551.8  ,      36
19576.2  ,      43
19600.6  ,      51
19625.0  ,      50
19649.4  ,      52
19673.9  ,      64
19698.3  ,      51
19722.7  ,      52
19747.1  ,      68
19771.5  ,      56
19795.9  ,      55
19820.3  ,      61
19844.8  ,      56
19869.2  ,      68
19893.6  ,      48
19918.0  ,      49
19942.4  ,      58
19966.8  ,      54
19991.2  ,      50
20015.6  ,      55
20040.1  ,      48
20064.5  ,      42
20088.9  ,      34
20113.3  ,      43
20137.7  ,      47
20162.1  ,      44
20186.5  ,      36
20211.0  ,      32
20235.4  ,      39
20259.8  ,      38
20284.2  ,      32
20308.6  ,      43
20333.0  ,      31
20357.4  ,      24
20381.9  ,      20
20406.3  ,      24
20430.7  ,      25
20455.1  ,      26
20479.5  ,      25
20503.9  ,      19
20528.3  ,      29
20552.7  ,      23
20577.2  ,      23
20601.6  ,      30
20626.0  ,      28
20650.4  ,      22
20674.8  ,      25
20699.2  ,      18
20723.6  ,      15
20748.1  ,      23
20772.5  ,      18
20796.9  ,      16
20821.3  ,      14
20845.7  ,      16
20870.1  ,       8
20894.5  ,      17
20919.0  ,      17
20943.4  ,      11
20967.8  ,      14
20992.2  ,      10
21016.6  ,      17
21041.0  ,      13
21065.4  ,      15
21089.9  ,      17
21114.3  ,       6
21138.7  ,       9
21163.1  ,      11
21187.5  ,      21
21211.9  ,      21
21236.3  ,      22
21260.7  ,      21
21285.2  ,      25
21309.6  ,      33
21334.0  ,      27
21358.4  ,      36
21382.8  ,      43
21407.2  ,      59
21431.6  ,      38
21456.1  ,      36
21480.5  ,      41
21504.9  ,      52
21529.3  ,      27
21553.7  ,      31
21578.1  ,      26
21602.5  ,      23
21627.0  ,      13
21651.4  ,      13
21675.8  ,      10
21700.2  ,       9
21724.6  ,      10
21749.0  ,      14
21773.4  ,       6
21797.8  ,       3
21822.3  ,       5
21846.7  ,       7
21871.1  ,       5
21895.5  ,      11
21919.9  ,       7
21944.3  ,       9
21968.7  ,      10
21993.2  ,       7
22017.6  ,      10
22042.0  ,       8
22066.4  ,      15
22090.8  ,      13
22115.2  ,       8
22139.6  ,       9
22164.1  ,       9
22188.5  ,       9
22212.9  ,       7
22237.3  ,      17
22261.7  ,      14
22286.1  ,       8
22310.5  ,      11
22334.9  ,      12
22359.4  ,      13
22383.8  ,       6
22408.2  ,       2
22432.6  ,       4
22457.0  ,       4
22481.4  ,       2
22505.8  ,       4
22530.3  ,       9
22554.7  ,      11
22579.1  ,       4
22603.5  ,       7
22627.9  ,       4
22652.3  ,       6
22676.7  ,       8
22701.2  ,       1
22725.6  ,       3
22750.0  ,       4
22774.4  ,       4
22798.8  ,       6
22823.2  ,       6
22847.6  ,       3
22872.0  ,       3
22896.5  ,       6
22920.9  ,       3
22945.3  ,       8
22969.7  ,       8
22994.1  ,       3
23018.5  ,       4
23042.9  ,       2
23067.4  ,       4
23091.8  ,       5
23116.2  ,       2
23140.6  ,       2
23165.0  ,       2
23189.4  ,       4
23213.8  ,       7
23238.3  ,       3
23262.7  ,       1
23287.1  ,       4
23311.5  ,       6
23335.9  ,       9
23360.3  ,       3
23384.7  ,       3
23409.2  ,      10
23433.6  ,       1
23458.0  ,       8
23482.4  ,       8
23506.8  ,       7
23531.2  ,       6
23555.6  ,       3
23580.0  ,       1
23604.5  ,       6
23628.9  ,       5
23653.3  ,       6
23677.7  ,       6
23702.1  ,       5
23726.5  ,       5
23750.9  ,       4
23775.4  ,       1
23799.8  ,       2
23824.2  ,       3
23848.6  ,       2
23873.0  ,       6
23897.4  ,       2
23921.8  ,       6
23946.3  ,       4
23970.7  ,       1
23995.1  ,       5
24019.5  ,       4
24043.9  ,       5
24068.3  ,       3
24092.7  ,       9
24117.1  ,       3
24141.6  ,       4
24166.0  ,       4
24190.4  ,       2
24214.8  ,       8
24239.2  ,       2
24263.6  ,       7
24288.0  ,       5
24312.5  ,       1
24336.9  ,       6
24361.3  ,       5
24385.7  ,       5
24410.1  ,       9
24434.5  ,       7
24458.9  ,       2
24483.4  ,       6
24507.8  ,       7
24532.2  ,       6
24556.6  ,       4
24581.0  ,       8
24605.4  ,       7
24629.8  ,       7
24654.2  ,       6
24678.7  ,       1
24703.1  ,       6
24727.5  ,       4
24751.9  ,       7
24776.3  ,       8
24800.7  ,       6
24825.1  ,       4
24849.6  ,       6
24874.0  ,       2
24898.4  ,       2
24922.8  ,       3
24947.2  ,       8
24971.6  ,       1
24996.0  ,      11
25020.5  ,       5
25044.9  ,       7
25069.3  ,       5
25093.7  ,       7
25118.1  ,       7
25142.5  ,       6
25166.9  ,      13
25191.3  ,       7
25215.8  ,       9
25240.2  ,       9
25264.6  ,       5
25289.0  ,       9
25313.4  ,       7
25337.8  ,       9
25362.2  ,       7
25386.7  ,       5
25411.1  ,       6
25435.5  ,       4
25459.9  ,   15011
