"oxide",  "APXS analysis ver 1","statistical uncertainty (precision)"
Na2O    ,  1.73    ,  0.13  
MgO     ,  8.05    ,  0.17  
Al2O3   ,  6.73    ,  0.19  
SiO2    , 43.79    ,  0.53  
P2O5    ,  0.60    ,  0.07  
SO3     ,  4.81    ,  0.12  
Cl      ,  1.41    ,  0.05  
K2O     ,  0.38    ,  0.02  
CaO     ,  4.46    ,  0.07  
TiO2    ,  1.15    ,  0.05  
Cr2O3   ,  0.22    ,  0.03  
MnO     ,  0.35    ,  0.03  
FeO     , 25.99    ,  0.32  
Ni      ,  0.0546  ,  0.0040
Zn      ,  0.0724  ,  0.0030
Br      ,  0.0540  ,  0.0020
