"Target: McGrath_1, Contains DAT files: APB_421481807ESC02700060000_______M2.DAT"
 3954.8  ,     131
 3979.3  ,     142
 4003.7  ,     130
 4028.1  ,     142
 4052.5  ,     116
 4076.9  ,     116
 4101.4  ,      95
 4125.8  ,      83
 4150.2  ,      55
 4174.6  ,      48
 4199.1  ,      42
 4223.5  ,      43
 4247.9  ,      31
 4272.3  ,      50
 4296.8  ,      40
 4321.2  ,      45
 4345.6  ,      50
 4370.0  ,      68
 4394.5  ,      79
 4418.9  ,     111
 4443.3  ,     104
 4467.7  ,     147
 4492.2  ,     156
 4516.6  ,     139
 4541.0  ,     146
 4565.4  ,     128
 4589.9  ,      96
 4614.3  ,      84
 4638.7  ,      74
 4663.1  ,      85
 4687.6  ,      53
 4712.0  ,      37
 4736.4  ,      45
 4760.8  ,      53
 4785.3  ,      39
 4809.7  ,      43
 4834.1  ,      34
 4858.5  ,      44
 4883.0  ,      45
 4907.4  ,      47
 4931.8  ,      51
 4956.2  ,      55
 4980.7  ,      37
 5005.1  ,      43
 5029.5  ,      38
 5053.9  ,      27
 5078.4  ,      51
 5102.8  ,      34
 5127.2  ,      35
 5151.6  ,      28
 5176.1  ,      43
 5200.5  ,      56
 5224.9  ,      40
 5249.3  ,      51
 5273.8  ,      60
 5298.2  ,      61
 5322.6  ,      70
 5347.0  ,      89
 5371.5  ,      98
 5395.9  ,      99
 5420.3  ,      84
 5444.7  ,      79
 5469.2  ,      77
 5493.6  ,      65
 5518.0  ,      60
 5542.4  ,      64
 5566.9  ,      53
 5591.3  ,      61
 5615.7  ,      38
 5640.1  ,      58
 5664.6  ,      64
 5689.0  ,      52
 5713.4  ,      54
 5737.8  ,      79
 5762.3  ,      83
 5786.7  ,      96
 5811.1  ,     118
 5835.5  ,     125
 5860.0  ,     118
 5884.4  ,     144
 5908.8  ,     138
 5933.2  ,     141
 5957.7  ,     133
 5982.1  ,     129
 6006.5  ,     107
 6030.9  ,     105
 6055.4  ,     113
 6079.8  ,     144
 6104.2  ,     178
 6128.6  ,     253
 6153.1  ,     359
 6177.5  ,     584
 6201.9  ,     964
 6226.3  ,    1415
 6250.8  ,    2207
 6275.2  ,    3258
 6299.6  ,    4295
 6324.0  ,    5288
 6348.5  ,    6165
 6372.9  ,    6693
 6397.3  ,    6684
 6421.7  ,    6205
 6446.2  ,    5252
 6470.6  ,    4224
 6495.0  ,    3136
 6519.4  ,    2189
 6543.9  ,    1418
 6568.3  ,     855
 6592.7  ,     494
 6617.1  ,     272
 6641.6  ,     138
 6666.0  ,      95
 6690.4  ,      50
 6714.8  ,      48
 6739.3  ,      57
 6763.7  ,      65
 6788.1  ,      94
 6812.5  ,     109
 6837.0  ,     148
 6861.4  ,     199
 6885.8  ,     291
 6910.2  ,     405
 6934.7  ,     598
 6959.1  ,     724
 6983.5  ,     897
 7007.9  ,    1075
 7032.4  ,    1104
 7056.8  ,    1104
 7081.2  ,    1049
 7105.6  ,     842
 7130.1  ,     687
 7154.5  ,     520
 7178.9  ,     371
 7203.3  ,     232
 7227.8  ,     148
 7252.2  ,      91
 7276.6  ,      50
 7301.0  ,      28
 7325.5  ,      33
 7349.9  ,      24
 7374.3  ,      33
 7398.7  ,      35
 7423.2  ,      36
 7447.6  ,      39
 7472.0  ,      34
 7496.4  ,      37
 7520.9  ,      39
 7545.3  ,      30
 7569.7  ,      24
 7594.1  ,      23
 7618.6  ,      19
 7643.0  ,       7
 7667.4  ,      16
 7691.8  ,      15
 7716.2  ,      15
 7740.7  ,      20
 7765.1  ,      18
 7789.5  ,      10
 7813.9  ,      18
 7838.4  ,      11
 7862.8  ,      14
 7887.2  ,      20
 7911.6  ,       9
 7936.1  ,      18
 7960.5  ,      11
 7984.9  ,      12
 8009.3  ,      12
 8033.8  ,       8
 8058.2  ,      12
 8082.6  ,      17
 8107.0  ,      13
 8131.5  ,      23
 8155.9  ,      14
 8180.3  ,      18
 8204.7  ,      18
 8229.2  ,      17
 8253.6  ,      14
 8278.0  ,      13
 8302.4  ,      13
 8326.9  ,      12
 8351.3  ,      12
 8375.7  ,      24
 8400.1  ,      16
 8424.6  ,      16
 8449.0  ,      30
 8473.4  ,      24
 8497.8  ,      33
 8522.3  ,      48
 8546.7  ,      57
 8571.1  ,      65
 8595.5  ,      82
 8620.0  ,      85
 8644.4  ,      75
 8668.8  ,      64
 8693.2  ,      51
 8717.7  ,      41
 8742.1  ,      45
 8766.5  ,      36
 8790.9  ,      28
 8815.4  ,      18
 8839.8  ,      15
 8864.2  ,      19
 8888.6  ,      15
 8913.1  ,      15
 8937.5  ,      10
 8961.9  ,      15
 8986.3  ,      13
 9010.8  ,      12
 9035.2  ,      18
 9059.6  ,      17
 9084.0  ,      14
 9108.5  ,      17
 9132.9  ,      10
 9157.3  ,      10
 9181.7  ,      10
 9206.2  ,      12
 9230.6  ,       9
 9255.0  ,       9
 9279.4  ,      12
 9303.9  ,      11
 9328.3  ,      17
 9352.7  ,      12
 9377.1  ,      18
 9401.6  ,      11
 9426.0  ,       9
 9450.4  ,      10
 9474.8  ,      12
 9499.3  ,      22
 9523.7  ,      18
 9548.1  ,      22
 9572.5  ,      16
 9597.0  ,      24
 9621.4  ,      15
 9645.8  ,      18
 9670.2  ,      21
 9694.7  ,      19
 9719.1  ,      17
 9743.5  ,      21
 9767.9  ,      21
 9792.4  ,      18
 9816.8  ,      15
 9841.2  ,      25
 9865.6  ,      17
 9890.1  ,      20
 9914.5  ,      12
 9938.9  ,      20
 9963.3  ,      24
 9987.8  ,      17
10012.2  ,      15
10036.6  ,      13
10061.0  ,       8
10085.5  ,      11
10109.9  ,       7
10134.3  ,      16
10158.7  ,      11
10183.2  ,       8
10207.6  ,      11
10232.0  ,       8
10256.4  ,      12
10280.9  ,      12
10305.3  ,      22
10329.7  ,      10
10354.1  ,      10
10378.6  ,       7
10403.0  ,      17
10427.4  ,      21
10451.8  ,      16
10476.3  ,      15
10500.7  ,      12
10525.1  ,      13
10549.5  ,      13
10574.0  ,       8
10598.4  ,      10
10622.8  ,       8
10647.2  ,      12
10671.7  ,      13
10696.1  ,      15
10720.5  ,      14
10744.9  ,      11
10769.4  ,      12
10793.8  ,       9
10818.2  ,      14
10842.6  ,      12
10867.1  ,      10
10891.5  ,      15
10915.9  ,      10
10940.3  ,      17
10964.8  ,       8
10989.2  ,      16
11013.6  ,       3
11038.0  ,      17
11062.5  ,      11
11086.9  ,      14
11111.3  ,      20
11135.7  ,       7
11160.2  ,      12
11184.6  ,      19
11209.0  ,      13
11233.4  ,      12
11257.8  ,      13
11282.3  ,      17
11306.7  ,      16
11331.1  ,      17
11355.5  ,      13
11380.0  ,      16
11404.4  ,      13
11428.8  ,      13
11453.2  ,      15
11477.7  ,      27
11502.1  ,      19
11526.5  ,      23
11550.9  ,      18
11575.4  ,      23
11599.8  ,      25
11624.2  ,      31
11648.6  ,      25
11673.1  ,      26
11697.5  ,      33
11721.9  ,      29
11746.3  ,      32
11770.8  ,      39
11795.2  ,      64
11819.6  ,      66
11844.0  ,      79
11868.5  ,      85
11892.9  ,      80
11917.3  ,      79
11941.7  ,      80
11966.2  ,      89
11990.6  ,      71
12015.0  ,      71
12039.4  ,      49
12063.9  ,      46
12088.3  ,      37
12112.7  ,      40
12137.1  ,      22
12161.6  ,      28
12186.0  ,      32
12210.4  ,      17
12234.8  ,      24
12259.3  ,      18
12283.7  ,      18
12308.1  ,      21
12332.5  ,      15
12357.0  ,      20
12381.4  ,      22
12405.8  ,      24
12430.2  ,      19
12454.7  ,      14
12479.1  ,      11
12503.5  ,      18
12527.9  ,      21
12552.4  ,      27
12576.8  ,      14
12601.2  ,      23
12625.6  ,      24
12650.1  ,      15
12674.5  ,      30
12698.9  ,      21
12723.3  ,      20
12747.8  ,      26
12772.2  ,      25
12796.6  ,      26
12821.0  ,      23
12845.5  ,      25
12869.9  ,      34
12894.3  ,      31
12918.7  ,      27
12943.2  ,      49
12967.6  ,      31
12992.0  ,      40
13016.4  ,      47
13040.9  ,      31
13065.3  ,      56
13089.7  ,      60
13114.1  ,      57
13138.6  ,      73
13163.0  ,      83
13187.4  ,      88
13211.8  ,      98
13236.3  ,     112
13260.7  ,     106
13285.1  ,     120
13309.5  ,     119
13334.0  ,     145
13358.4  ,     139
13382.8  ,     174
13407.2  ,     165
13431.7  ,     209
13456.1  ,     193
13480.5  ,     169
13504.9  ,     182
13529.4  ,     200
13553.8  ,     199
13578.2  ,     154
13602.6  ,     167
13627.1  ,     164
13651.5  ,     158
13675.9  ,     158
13700.3  ,     137
13724.8  ,     139
13749.2  ,     118
13773.6  ,      98
13798.0  ,      77
13822.5  ,      88
13846.9  ,      85
13871.3  ,      69
13895.7  ,      75
13920.2  ,      71
13944.6  ,      89
13969.0  ,      69
13993.4  ,      89
14017.9  ,      92
14042.3  ,     111
14066.7  ,     114
14091.1  ,     135
14115.6  ,     177
14140.0  ,     156
14164.4  ,     216
14188.8  ,     213
14213.3  ,     252
14237.7  ,     270
14262.1  ,     270
14286.5  ,     273
14311.0  ,     227
14335.4  ,     231
14359.8  ,     158
14384.2  ,     173
14408.7  ,     137
14433.1  ,      94
14457.5  ,      99
14481.9  ,      54
14506.4  ,      31
14530.8  ,      29
14555.2  ,      24
14579.6  ,      32
14604.1  ,      16
14628.5  ,      13
14652.9  ,      17
14677.3  ,      15
14701.8  ,      17
14726.2  ,      14
14750.6  ,      14
14775.0  ,      13
14799.5  ,      23
14823.9  ,      22
14848.3  ,      21
14872.7  ,      16
14897.1  ,      28
14921.6  ,      23
14946.0  ,      26
14970.4  ,      25
14994.8  ,      23
15019.3  ,      26
15043.7  ,      21
15068.1  ,      30
15092.5  ,      27
15117.0  ,      25
15141.4  ,      25
15165.8  ,      27
15190.2  ,      19
15214.7  ,      31
15239.1  ,      24
15263.5  ,      27
15287.9  ,      30
15312.4  ,      23
15336.8  ,      22
15361.2  ,      36
15385.6  ,      39
15410.1  ,      47
15434.5  ,      38
15458.9  ,      42
15483.3  ,      61
15507.8  ,      74
15532.2  ,      95
15556.6  ,     124
15581.0  ,     140
15605.5  ,     157
15629.9  ,     196
15654.3  ,     229
15678.7  ,     245
15703.2  ,     298
15727.6  ,     302
15752.0  ,     312
15776.4  ,     317
15800.9  ,     290
15825.3  ,     239
15849.7  ,     251
15874.1  ,     174
15898.6  ,     153
15923.0  ,     147
15947.4  ,     141
15971.8  ,     101
15996.3  ,      85
16020.7  ,      80
16045.1  ,      74
16069.5  ,      84
16094.0  ,      76
16118.4  ,      78
16142.8  ,      80
16167.2  ,      78
16191.7  ,      69
16216.1  ,      82
16240.5  ,      71
16264.9  ,      90
16289.4  ,      86
16313.8  ,     115
16338.2  ,      95
16362.6  ,     100
16387.1  ,      80
16411.5  ,      89
16435.9  ,      91
16460.3  ,      85
16484.8  ,      95
16509.2  ,      75
16533.6  ,     113
16558.0  ,     110
16582.5  ,      66
16606.9  ,     108
16631.3  ,     108
16655.7  ,     106
16680.2  ,     108
16704.6  ,     119
16729.0  ,     111
16753.4  ,     115
16777.9  ,     137
16802.3  ,     143
16826.7  ,     135
16851.1  ,     157
16875.6  ,     168
16900.0  ,     198
16924.4  ,     195
16948.8  ,     186
16973.3  ,     218
16997.7  ,     199
17022.1  ,     239
17046.5  ,     209
17071.0  ,     248
17095.4  ,     222
17119.8  ,     259
17144.2  ,     232
17168.7  ,     255
17193.1  ,     239
17217.5  ,     249
17241.9  ,     268
17266.4  ,     235
17290.8  ,     245
17315.2  ,     191
17339.6  ,     186
17364.1  ,     164
17388.5  ,     168
17412.9  ,     157
17437.3  ,     142
17461.8  ,     124
17486.2  ,     124
17510.6  ,     131
17535.0  ,     118
17559.5  ,     119
17583.9  ,      99
17608.3  ,     115
17632.7  ,     102
17657.2  ,     118
17681.6  ,      91
17706.0  ,      86
17730.4  ,     100
17754.9  ,      89
17779.3  ,      84
17803.7  ,      65
17828.1  ,      59
17852.6  ,      69
17877.0  ,      57
17901.4  ,      40
17925.8  ,      45
17950.3  ,      53
17974.7  ,      42
17999.1  ,      58
18023.5  ,      69
18048.0  ,      52
18072.4  ,      74
18096.8  ,      67
18121.2  ,     102
18145.7  ,     121
18170.1  ,     115
18194.5  ,     162
18218.9  ,     165
18243.4  ,     186
18267.8  ,     198
18292.2  ,     218
18316.6  ,     212
18341.1  ,     178
18365.5  ,     210
18389.9  ,     150
18414.3  ,     131
18438.7  ,      96
18463.2  ,      87
18487.6  ,      50
18512.0  ,      58
18536.4  ,      35
18560.9  ,      33
18585.3  ,      24
18609.7  ,      19
18634.1  ,      16
18658.6  ,      13
18683.0  ,      20
18707.4  ,      12
18731.8  ,      16
18756.3  ,      17
18780.7  ,      10
18805.1  ,      19
18829.5  ,      14
18854.0  ,      10
18878.4  ,      17
18902.8  ,       8
18927.2  ,      17
18951.7  ,      14
18976.1  ,      22
19000.5  ,      17
19024.9  ,      14
19049.4  ,      15
19073.8  ,      24
19098.2  ,      17
19122.6  ,      15
19147.1  ,      14
19171.5  ,      26
19195.9  ,      26
19220.3  ,      25
19244.8  ,      30
19269.2  ,      14
19293.6  ,      35
19318.0  ,      32
19342.5  ,      32
19366.9  ,      26
19391.3  ,      29
19415.7  ,      24
19440.2  ,      36
19464.6  ,      34
19489.0  ,      40
19513.4  ,      37
19537.9  ,      43
19562.3  ,      43
19586.7  ,      47
19611.1  ,      43
19635.6  ,      53
19660.0  ,      41
19684.4  ,      48
19708.8  ,      71
19733.3  ,      65
19757.7  ,      58
19782.1  ,      61
19806.5  ,      45
19831.0  ,      64
19855.4  ,      76
19879.8  ,      73
19904.2  ,      55
19928.7  ,      55
19953.1  ,      57
19977.5  ,      53
20001.9  ,      64
20026.4  ,      46
20050.8  ,      51
20075.2  ,      43
20099.6  ,      39
20124.1  ,      50
20148.5  ,      31
20172.9  ,      40
20197.3  ,      55
20221.8  ,      33
20246.2  ,      32
20270.6  ,      34
20295.0  ,      36
20319.5  ,      27
20343.9  ,      41
20368.3  ,      36
20392.7  ,      38
20417.2  ,      30
20441.6  ,      36
20466.0  ,      24
20490.4  ,      26
20514.9  ,      26
20539.3  ,      23
20563.7  ,      18
20588.1  ,      25
20612.6  ,      23
20637.0  ,      22
20661.4  ,      20
20685.8  ,      20
20710.3  ,      18
20734.7  ,      19
20759.1  ,      20
20783.5  ,      17
20808.0  ,      17
20832.4  ,      17
20856.8  ,      14
20881.2  ,      15
20905.7  ,      20
20930.1  ,      16
20954.5  ,      17
20978.9  ,      16
21003.4  ,      12
21027.8  ,      15
21052.2  ,      18
21076.6  ,       9
21101.1  ,       8
21125.5  ,      14
21149.9  ,      13
21174.3  ,      14
21198.8  ,      11
21223.2  ,      17
21247.6  ,      14
21272.0  ,      24
21296.5  ,      25
21320.9  ,      19
21345.3  ,      42
21369.7  ,      43
21394.2  ,      38
21418.6  ,      48
21443.0  ,      46
21467.4  ,      27
21491.9  ,      35
21516.3  ,      37
21540.7  ,      34
21565.1  ,      30
21589.6  ,      21
21614.0  ,      22
21638.4  ,      21
21662.8  ,      16
21687.3  ,       5
21711.7  ,       8
21736.1  ,       5
21760.5  ,       7
21785.0  ,       4
21809.4  ,       7
21833.8  ,       8
21858.2  ,       6
21882.7  ,       7
21907.1  ,       6
21931.5  ,       8
21955.9  ,       6
21980.3  ,       7
22004.8  ,       9
22029.2  ,       6
22053.6  ,       9
22078.0  ,      17
22102.5  ,      17
22126.9  ,       8
22151.3  ,      12
22175.7  ,      10
22200.2  ,      11
22224.6  ,      11
22249.0  ,      18
22273.4  ,       9
22297.9  ,      13
22322.3  ,       4
22346.7  ,       6
22371.1  ,       5
22395.6  ,       3
22420.0  ,       6
22444.4  ,       8
22468.8  ,       4
22493.3  ,       8
22517.7  ,       6
22542.1  ,       1
22566.5  ,       6
22591.0  ,       4
22615.4  ,       6
22639.8  ,       4
22664.2  ,       7
22688.7  ,       5
22713.1  ,       5
22737.5  ,       4
22761.9  ,       1
22786.4  ,       2
22810.8  ,       3
22835.2  ,       7
22859.6  ,       2
22884.1  ,       9
22908.5  ,       9
22932.9  ,       9
22957.3  ,       2
22981.8  ,       9
23006.2  ,       1
23030.6  ,       8
23055.0  ,       5
23079.5  ,       7
23103.9  ,       4
23128.3  ,       2
23152.7  ,       1
23177.2  ,       6
23201.6  ,       2
23226.0  ,       3
23250.4  ,       3
23274.9  ,       4
23299.3  ,       9
23323.7  ,       9
23348.1  ,       3
23372.6  ,       2
23397.0  ,       4
23421.4  ,       6
23445.8  ,       6
23470.3  ,       2
23494.7  ,       7
23519.1  ,       2
23543.5  ,       7
23568.0  ,       3
23592.4  ,       2
23616.8  ,       7
23641.2  ,       4
23665.7  ,       8
23690.1  ,       8
23714.5  ,       6
23738.9  ,       4
23763.4  ,       7
23787.8  ,       4
23812.2  ,       6
23836.6  ,       2
23861.1  ,       5
23885.5  ,       2
23909.9  ,       1
23934.3  ,      10
23958.8  ,      10
23983.2  ,       7
24007.6  ,       7
24032.0  ,       5
24056.5  ,       6
24080.9  ,       8
24105.3  ,       6
24129.7  ,       4
24154.2  ,       7
24178.6  ,       4
24203.0  ,       5
24227.4  ,       7
24251.9  ,       3
24276.3  ,       6
24300.7  ,       3
24325.1  ,       9
24349.6  ,       8
24374.0  ,       4
24398.4  ,       6
24422.8  ,       9
24447.3  ,       3
24471.7  ,       5
24496.1  ,       5
24520.5  ,       6
24545.0  ,       9
24569.4  ,       8
24593.8  ,       5
24618.2  ,       6
24642.7  ,       2
24667.1  ,       2
24691.5  ,       6
24715.9  ,       4
24740.4  ,       6
24764.8  ,       2
24789.2  ,       6
24813.6  ,       1
24838.1  ,       6
24862.5  ,       5
24886.9  ,       4
24911.3  ,       5
24935.8  ,       4
24960.2  ,       3
24984.6  ,       7
25009.0  ,       2
25033.5  ,       5
25057.9  ,       4
25082.3  ,       5
25106.7  ,       6
25131.2  ,       5
25155.6  ,       5
25180.0  ,       8
25204.4  ,      12
25228.9  ,       4
25253.3  ,       7
25277.7  ,       7
25302.1  ,       2
25326.6  ,       4
25351.0  ,       7
25375.4  ,       5
25399.8  ,       4
25424.3  ,       6
25448.7  ,       7
25473.1  ,   14675
