"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.39    ,  0.14  
MgO     ,  7.31    ,  0.17  
Al2O3   ,  8.47    ,  0.19  
SiO2    , 45.48    ,  0.54  
P2O5    ,  1.17    ,  0.07  
SO3     ,  6.18    ,  0.10  
Cl      ,  1.16    ,  0.02  
K2O     ,  0.74    ,  0.02  
CaO     ,  3.70    ,  0.04  
TiO2    ,  1.11    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.31    ,  0.01  
FeO     , 21.23    ,  0.26  
Ni      ,  0.0881  ,  0.0045
Zn      ,  0.2012  ,  0.0065
Br      ,  0.0431  ,  0.0015
