"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.41    ,  0.14  
MgO     ,  6.03    ,  0.17  
Al2O3   ,  9.22    ,  0.19  
SiO2    , 50.13    ,  0.54  
P2O5    ,  0.98    ,  0.07  
SO3     ,  3.89    ,  0.05  
Cl      ,  1.21    ,  0.02  
K2O     ,  0.95    ,  0.04  
CaO     ,  2.79    ,  0.03  
TiO2    ,  1.09    ,  0.03  
Cr2O3   ,  0.31    ,  0.01  
MnO     ,  0.24    ,  0.01  
FeO     , 20.36    ,  0.26  
Ni      ,  0.1008  ,  0.0055
Zn      ,  0.2066  ,  0.0065
Br      ,  0.0126  ,  0.0005
