"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.83    ,  0.14  
MgO     ,  8.18    ,  0.17  
Al2O3   ,  9.34    ,  0.19  
SiO2    , 43.83    ,  0.54  
P2O5    ,  0.97    ,  0.07  
SO3     ,  6.97    ,  0.08  
Cl      ,  0.95    ,  0.02  
K2O     ,  0.62    ,  0.02  
CaO     ,  7.12    ,  0.08  
TiO2    ,  0.97    ,  0.03  
Cr2O3   ,  0.40    ,  0.01  
MnO     ,  0.37    ,  0.01  
FeO     , 17.30    ,  0.20  
Ni      ,  0.0433  ,  0.0025
Zn      ,  0.0382  ,  0.0015
Br      ,  0.0075  ,  0.0005
