"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.44    ,  0.14  
MgO     ,  4.79    ,  0.17  
Al2O3   ,  8.49    ,  0.19  
SiO2    , 45.95    ,  0.54  
P2O5    ,  0.97    ,  0.07  
SO3     ,  5.49    ,  0.08  
Cl      ,  0.68    ,  0.02  
K2O     ,  0.87    ,  0.04  
CaO     ,  5.36    ,  0.06  
TiO2    ,  1.01    ,  0.03  
Cr2O3   ,  0.38    ,  0.01  
MnO     ,  0.20    ,  0.01  
FeO     , 23.15    ,  0.26  
Ni      ,  0.0835  ,  0.0045
Zn      ,  0.0771  ,  0.0025
Br      ,  0.0070  ,  0.0005
