"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.42    ,  0.14  
MgO     ,  5.37    ,  0.17  
Al2O3   ,  8.55    ,  0.19  
SiO2    , 45.64    ,  0.54  
P2O5    ,  0.88    ,  0.05  
SO3     ,  9.54    ,  0.10  
Cl      ,  1.03    ,  0.02  
K2O     ,  0.91    ,  0.04  
CaO     ,  6.43    ,  0.07  
TiO2    ,  0.98    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.31    ,  0.01  
FeO     , 17.39    ,  0.20  
Ni      ,  0.0750  ,  0.0040
Zn      ,  0.0951  ,  0.0030
Br      ,  0.0078  ,  0.0005
