"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.40    ,  0.14  
MgO     ,  3.18    ,  0.08  
Al2O3   ,  3.60    ,  0.10  
SiO2    , 19.37    ,  0.32  
P2O5    ,  0.72    ,  0.05  
SO3     , 36.93    ,  0.38  
Cl      ,  0.95    ,  0.03  
K2O     ,  0.27    ,  0.02  
CaO     , 25.56    ,  0.27  
TiO2    ,  0.25    ,  0.03  
Cr2O3   ,  0.11    ,  0.01  
MnO     ,  0.10    ,  0.01  
FeO     ,  7.35    ,  0.13  
Ni      ,  0.0320  ,  0.0025
Zn      ,  0.0570  ,  0.0020
Br      ,  0.0314  ,  0.0010
