"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.38    ,  0.14  
MgO     ,  7.21    ,  0.17  
Al2O3   ,  8.91    ,  0.19  
SiO2    , 48.07    ,  0.54  
P2O5    ,  0.83    ,  0.05  
SO3     ,  5.39    ,  0.08  
Cl      ,  1.75    ,  0.03  
K2O     ,  0.94    ,  0.04  
CaO     ,  3.06    ,  0.04  
TiO2    ,  1.17    ,  0.05  
Cr2O3   ,  0.36    ,  0.01  
MnO     ,  0.51    ,  0.01  
FeO     , 18.96    ,  0.20  
Ni      ,  0.0760  ,  0.0040
Zn      ,  0.2415  ,  0.0075
Br      ,  0.0558  ,  0.0020
