"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.67    ,  0.20  
MgO     ,  7.70    ,  0.25  
Al2O3   ,  8.10    ,  0.19  
SiO2    , 44.60    ,  0.64  
P2O5    ,  0.93    ,  0.07  
SO3     ,  9.47    ,  0.22  
Cl      ,  1.21    ,  0.05  
K2O     ,  0.47    ,  0.02  
CaO     ,  6.84    ,  0.10  
TiO2    ,  0.96    ,  0.05  
Cr2O3   ,  0.42    ,  0.03  
MnO     ,  0.30    ,  0.03  
FeO     , 16.21    ,  0.20  
Ni      ,  0.0370  ,  0.0040
Zn      ,  0.0199  ,  0.0020
Br      ,  0.0068  ,  0.0010
