"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.67    ,  0.14  
MgO     ,  6.45    ,  0.17  
Al2O3   ,  8.63    ,  0.19  
SiO2    , 42.93    ,  0.54  
P2O5    ,  1.04    ,  0.07  
SO3     ,  9.88    ,  0.15  
Cl      ,  1.46    ,  0.03  
K2O     ,  0.73    ,  0.02  
CaO     ,  6.72    ,  0.07  
TiO2    ,  1.00    ,  0.03  
Cr2O3   ,  0.28    ,  0.01  
MnO     ,  0.34    ,  0.01  
FeO     , 17.60    ,  0.20  
Ni      ,  0.0672  ,  0.0035
Zn      ,  0.1226  ,  0.0040
Br      ,  0.0297  ,  0.0010
