"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.41    ,  0.14  
MgO     ,  6.49    ,  0.17  
Al2O3   ,  9.38    ,  0.19  
SiO2    , 49.11    ,  0.54  
P2O5    ,  0.62    ,  0.05  
SO3     ,  6.48    ,  0.08  
Cl      ,  1.29    ,  0.02  
K2O     ,  0.75    ,  0.02  
CaO     ,  4.37    ,  0.06  
TiO2    ,  0.95    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  0.27    ,  0.01  
FeO     , 17.30    ,  0.20  
Ni      ,  0.0904  ,  0.0050
Zn      ,  0.1122  ,  0.0035
Br      ,  0.0125  ,  0.0005
