"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.26    ,  0.14  
MgO     ,  5.02    ,  0.17  
Al2O3   ,  8.18    ,  0.19  
SiO2    , 44.22    ,  0.54  
P2O5    ,  1.08    ,  0.07  
SO3     , 11.08    ,  0.17  
Cl      ,  0.79    ,  0.03  
K2O     ,  0.77    ,  0.02  
CaO     ,  6.28    ,  0.07  
TiO2    ,  1.00    ,  0.03  
Cr2O3   ,  0.27    ,  0.03  
MnO     ,  0.22    ,  0.01  
FeO     , 18.60    ,  0.20  
Ni      ,  0.0851  ,  0.0045
Zn      ,  0.0717  ,  0.0025
Br      ,  0.0074  ,  0.0010
