"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.62    ,  0.14  
MgO     ,  8.68    ,  0.25  
Al2O3   ,  8.55    ,  0.19  
SiO2    , 43.04    ,  0.54  
P2O5    ,  0.94    ,  0.07  
SO3     ,  6.64    ,  0.10  
Cl      ,  0.97    ,  0.03  
K2O     ,  0.48    ,  0.02  
CaO     ,  6.72    ,  0.07  
TiO2    ,  1.01    ,  0.03  
Cr2O3   ,  0.49    ,  0.03  
MnO     ,  0.38    ,  0.01  
FeO     , 19.32    ,  0.26  
Ni      ,  0.0427  ,  0.0025
Zn      ,  0.0462  ,  0.0015
Br      ,  0.0390  ,  0.0015
