"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.40    ,  0.14  
MgO     ,  7.90    ,  0.17  
Al2O3   ,  8.78    ,  0.19  
SiO2    , 44.46    ,  0.54  
P2O5    ,  2.67    ,  0.14  
SO3     ,  7.20    ,  0.12  
Cl      ,  1.66    ,  0.04  
K2O     ,  0.74    ,  0.02  
CaO     ,  4.05    ,  0.06  
TiO2    ,  1.05    ,  0.03  
Cr2O3   ,  0.33    ,  0.03  
MnO     ,  1.40    ,  0.04  
FeO     , 16.97    ,  0.20  
Ni      ,  0.0457  ,  0.0030
Zn      ,  0.2296  ,  0.0070
Br      ,  0.0369  ,  0.0015
