"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.32    ,  0.14  
MgO     ,  7.49    ,  0.17  
Al2O3   ,  8.63    ,  0.19  
SiO2    , 47.09    ,  0.54  
P2O5    ,  0.85    ,  0.05  
SO3     ,  5.43    ,  0.10  
Cl      ,  1.40    ,  0.03  
K2O     ,  0.70    ,  0.02  
CaO     ,  3.84    ,  0.04  
TiO2    ,  1.16    ,  0.05  
Cr2O3   ,  0.36    ,  0.01  
MnO     ,  0.40    ,  0.01  
FeO     , 19.69    ,  0.26  
Ni      ,  0.0730  ,  0.0040
Zn      ,  0.3706  ,  0.0115
Br      ,  0.1060  ,  0.0035
