"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.04    ,  0.20  
MgO     ,  7.34    ,  0.17  
Al2O3   ,  7.35    ,  0.19  
SiO2    , 38.53    ,  0.43  
P2O5    ,  1.30    ,  0.07  
SO3     , 13.30    ,  0.20  
Cl      ,  0.91    ,  0.03  
K2O     ,  0.70    ,  0.02  
CaO     ,  7.87    ,  0.08  
TiO2    ,  1.09    ,  0.03  
Cr2O3   ,  0.39    ,  0.03  
MnO     ,  0.67    ,  0.03  
FeO     , 18.14    ,  0.20  
Ni      ,  0.0666  ,  0.0035
Zn      ,  0.2073  ,  0.0065
Br      ,  0.0053  ,  0.0010
