"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.31    ,  0.27  
MgO     , 11.76    ,  0.33  
Al2O3   ,  8.47    ,  0.38  
SiO2    , 41.97    ,  0.64  
P2O5    ,  0.70    ,  0.07  
SO3     ,  2.97    ,  0.15  
Cl      ,  0.44    ,  0.04  
K2O     ,  0.34    ,  0.02  
CaO     ,  6.86    ,  0.11  
TiO2    ,  0.80    ,  0.07  
Cr2O3   ,  0.49    ,  0.05  
MnO     ,  0.38    ,  0.04  
FeO     , 22.28    ,  0.26  
Ni      ,  0.0765  ,  0.0065
Zn      ,  0.0159  ,  0.0030
Br      ,  0.0026  ,  0.0015
