"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.44    ,  0.20  
MgO     ,  7.17    ,  0.25  
Al2O3   ,  9.67    ,  0.29  
SiO2    , 48.34    ,  0.75  
P2O5    ,  0.93    ,  0.07  
SO3     ,  5.37    ,  0.17  
Cl      ,  1.17    ,  0.05  
K2O     ,  0.69    ,  0.04  
CaO     ,  4.22    ,  0.08  
TiO2    ,  1.00    ,  0.07  
Cr2O3   ,  0.35    ,  0.03  
MnO     ,  0.33    ,  0.03  
FeO     , 17.88    ,  0.20  
Ni      ,  0.0797  ,  0.0055
Zn      ,  0.1286  ,  0.0045
Br      ,  0.0111  ,  0.0015
