"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.39    ,  0.14  
MgO     ,  3.91    ,  0.17  
Al2O3   ,  4.41    ,  0.19  
SiO2    , 63.51    ,  0.75  
P2O5    ,  1.53    ,  0.09  
SO3     ,  9.52    ,  0.17  
Cl      ,  2.62    ,  0.06  
K2O     ,  0.50    ,  0.02  
CaO     ,  4.88    ,  0.07  
TiO2    ,  1.13    ,  0.05  
Cr2O3   ,  0.35    ,  0.03  
MnO     ,  0.09    ,  0.01  
FeO     ,  5.06    ,  0.07  
Ni      ,  0.0077  ,  0.0020
Zn      ,  0.0095  ,  0.0010
Br      ,  0.0446  ,  0.0015
