"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.59    ,  0.14  
MgO     ,  6.23    ,  0.17  
Al2O3   ,  9.08    ,  0.19  
SiO2    , 48.30    ,  0.54  
P2O5    ,  0.63    ,  0.05  
SO3     ,  8.80    ,  0.12  
Cl      ,  1.69    ,  0.03  
K2O     ,  1.09    ,  0.04  
CaO     ,  4.40    ,  0.06  
TiO2    ,  1.00    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  0.23    ,  0.01  
FeO     , 15.37    ,  0.20  
Ni      ,  0.0988  ,  0.0050
Zn      ,  0.1199  ,  0.0040
Br      ,  0.0057  ,  0.0010
