"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.68    ,  0.14  
MgO     ,  6.63    ,  0.17  
Al2O3   ,  9.39    ,  0.19  
SiO2    , 48.63    ,  0.54  
P2O5    ,  0.77    ,  0.05  
SO3     ,  7.87    ,  0.12  
Cl      ,  1.35    ,  0.03  
K2O     ,  1.07    ,  0.04  
CaO     ,  3.84    ,  0.04  
TiO2    ,  0.99    ,  0.03  
Cr2O3   ,  0.27    ,  0.01  
MnO     ,  0.22    ,  0.01  
FeO     , 16.04    ,  0.20  
Ni      ,  0.0941  ,  0.0050
Zn      ,  0.0935  ,  0.0030
Br      ,  0.0061  ,  0.0005
