"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.87    ,  0.14  
MgO     ,  5.56    ,  0.17  
Al2O3   ,  9.29    ,  0.19  
SiO2    , 49.33    ,  0.54  
P2O5    ,  0.85    ,  0.05  
SO3     ,  6.18    ,  0.08  
Cl      ,  1.76    ,  0.02  
K2O     ,  1.15    ,  0.04  
CaO     ,  3.28    ,  0.04  
TiO2    ,  1.00    ,  0.03  
Cr2O3   ,  0.28    ,  0.01  
MnO     ,  0.26    ,  0.01  
FeO     , 17.94    ,  0.20  
Ni      ,  0.0838  ,  0.0045
Zn      ,  0.0903  ,  0.0030
Br      ,  0.0054  ,  0.0005
