"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.49    ,  0.14  
MgO     ,  8.65    ,  0.25  
Al2O3   ,  9.00    ,  0.19  
SiO2    , 42.36    ,  0.43  
P2O5    ,  0.78    ,  0.05  
SO3     ,  5.58    ,  0.08  
Cl      ,  0.64    ,  0.02  
K2O     ,  0.48    ,  0.02  
CaO     ,  7.25    ,  0.08  
TiO2    ,  0.99    ,  0.03  
Cr2O3   ,  0.45    ,  0.01  
MnO     ,  0.41    ,  0.01  
FeO     , 20.69    ,  0.26  
Ni      ,  0.0660  ,  0.0035
Zn      ,  0.0646  ,  0.0020
Br      ,  0.0045  ,  0.0005
