"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.36    ,  0.20  
MgO     ,  5.76    ,  0.25  
Al2O3   ,  8.97    ,  0.29  
SiO2    , 51.46    ,  0.64  
P2O5    ,  0.66    ,  0.07  
SO3     ,  4.37    ,  0.15  
Cl      ,  1.61    ,  0.06  
K2O     ,  1.14    ,  0.04  
CaO     ,  3.42    ,  0.07  
TiO2    ,  1.17    ,  0.09  
Cr2O3   ,  0.36    ,  0.03  
MnO     ,  0.13    ,  0.03  
FeO     , 18.13    ,  0.20  
Ni      ,  0.0876  ,  0.0060
Zn      ,  0.1456  ,  0.0050
Br      ,  0.1124  ,  0.0035
