"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.37    ,  0.14  
MgO     ,  6.95    ,  0.17  
Al2O3   ,  8.19    ,  0.19  
SiO2    , 44.14    ,  0.54  
P2O5    ,  1.03    ,  0.07  
SO3     ,  8.76    ,  0.10  
Cl      ,  1.26    ,  0.03  
K2O     ,  0.71    ,  0.02  
CaO     ,  5.47    ,  0.06  
TiO2    ,  1.02    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.27    ,  0.01  
FeO     , 19.13    ,  0.20  
Ni      ,  0.0726  ,  0.0040
Zn      ,  0.1203  ,  0.0040
Br      ,  0.0928  ,  0.0030
