"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.33    ,  0.14  
MgO     ,  9.35    ,  0.25  
Al2O3   ,  7.59    ,  0.19  
SiO2    , 37.32    ,  0.43  
P2O5    ,  2.13    ,  0.12  
SO3     , 11.33    ,  0.12  
Cl      ,  0.50    ,  0.02  
K2O     ,  0.60    ,  0.02  
CaO     ,  6.15    ,  0.07  
TiO2    ,  1.10    ,  0.03  
Cr2O3   ,  0.42    ,  0.01  
MnO     ,  1.07    ,  0.03  
FeO     , 19.66    ,  0.26  
Ni      ,  0.0630  ,  0.0035
Zn      ,  0.2118  ,  0.0065
Br      ,  0.0254  ,  0.0010
