"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.01    ,  0.07  
MgO     ,  0.72    ,  0.83  
Al2O3   ,  5.45    ,  0.19  
SiO2    , 74.43    ,  0.75  
P2O5    ,  1.29    ,  0.07  
SO3     ,  4.85    ,  0.05  
Cl      ,  0.28    ,  0.01  
K2O     ,  0.99    ,  0.04  
CaO     ,  2.99    ,  0.04  
TiO2    ,  1.66    ,  0.05  
Cr2O3   ,  0.08    ,  0.01  
MnO     ,  0.07    ,  0.01  
FeO     ,  4.94    ,  0.07  
Ni      ,  0.0120  ,  0.0010
Zn      ,  0.0294  ,  0.0010
Br      ,  0.0060  ,  0.0005
