"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.22    ,  0.14  
MgO     ,  5.86    ,  0.17  
Al2O3   ,  7.54    ,  0.19  
SiO2    , 34.04    ,  0.43  
P2O5    ,  0.87    ,  0.05  
SO3     , 13.34    ,  0.15  
Cl      ,  2.51    ,  0.04  
K2O     ,  2.29    ,  0.07  
CaO     ,  3.95    ,  0.04  
TiO2    ,  0.75    ,  0.03  
Cr2O3   ,  0.33    ,  0.01  
MnO     ,  0.20    ,  0.01  
FeO     , 24.83    ,  0.26  
Ni      ,  0.0477  ,  0.0025
Zn      ,  0.0405  ,  0.0015
Br      ,  0.0928  ,  0.0030
