"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.35    ,  0.14  
MgO     , 10.92    ,  0.25  
Al2O3   ,  8.29    ,  0.19  
SiO2    , 42.99    ,  0.54  
P2O5    ,  0.73    ,  0.05  
SO3     ,  2.92    ,  0.05  
Cl      ,  0.48    ,  0.02  
K2O     ,  0.34    ,  0.01  
CaO     ,  6.98    ,  0.07  
TiO2    ,  0.95    ,  0.03  
Cr2O3   ,  0.59    ,  0.01  
MnO     ,  0.45    ,  0.01  
FeO     , 21.85    ,  0.26  
Ni      ,  0.0708  ,  0.0040
Zn      ,  0.0181  ,  0.0010
Br      ,  0.0029  ,  0.0005
