"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.46    ,  0.14  
MgO     ,  7.77    ,  0.17  
Al2O3   ,  9.09    ,  0.19  
SiO2    , 46.57    ,  0.54  
P2O5    ,  0.95    ,  0.07  
SO3     ,  4.83    ,  0.10  
Cl      ,  1.38    ,  0.04  
K2O     ,  0.76    ,  0.02  
CaO     ,  4.20    ,  0.06  
TiO2    ,  1.13    ,  0.05  
Cr2O3   ,  0.37    ,  0.03  
MnO     ,  0.25    ,  0.03  
FeO     , 19.72    ,  0.26  
Ni      ,  0.0761  ,  0.0040
Zn      ,  0.2861  ,  0.0090
Br      ,  0.0779  ,  0.0025
