"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.48    ,  0.14  
MgO     ,  8.72    ,  0.25  
Al2O3   ,  8.45    ,  0.19  
SiO2    , 41.73    ,  0.43  
P2O5    ,  2.22    ,  0.12  
SO3     , 11.50    ,  0.17  
Cl      ,  1.57    ,  0.04  
K2O     ,  0.67    ,  0.02  
CaO     ,  4.64    ,  0.06  
TiO2    ,  1.03    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  1.20    ,  0.03  
FeO     , 15.18    ,  0.20  
Ni      ,  0.0388  ,  0.0025
Zn      ,  0.1924  ,  0.0060
Br      ,  0.0249  ,  0.0010
