"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.08    ,  0.07  
MgO     ,  0.82    ,  0.83  
Al2O3   ,  5.66    ,  0.19  
SiO2    , 73.65    ,  0.75  
P2O5    ,  1.25    ,  0.07  
SO3     ,  4.80    ,  0.08  
Cl      ,  0.29    ,  0.01  
K2O     ,  0.96    ,  0.04  
CaO     ,  3.05    ,  0.04  
TiO2    ,  1.57    ,  0.05  
Cr2O3   ,  0.10    ,  0.01  
MnO     ,  0.06    ,  0.04  
FeO     ,  5.49    ,  0.07  
Ni      ,  0.0133  ,  0.0010
Zn      ,  0.0327  ,  0.0010
Br      ,  0.0059  ,  0.0005
