"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.62    ,  0.14  
MgO     ,  5.92    ,  0.17  
Al2O3   ,  9.52    ,  0.29  
SiO2    , 49.66    ,  0.54  
P2O5    ,  0.79    ,  0.05  
SO3     ,  8.35    ,  0.10  
Cl      ,  1.18    ,  0.02  
K2O     ,  0.95    ,  0.04  
CaO     ,  5.53    ,  0.06  
TiO2    ,  0.99    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.14    ,  0.01  
FeO     , 13.75    ,  0.20  
Ni      ,  0.1087  ,  0.0055
Zn      ,  0.1012  ,  0.0035
Br      ,  0.0118  ,  0.0005
