"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.41    ,  0.14  
MgO     ,  7.60    ,  0.17  
Al2O3   ,  9.06    ,  0.19  
SiO2    , 44.80    ,  0.54  
P2O5    ,  1.01    ,  0.07  
SO3     , 11.27    ,  0.17  
Cl      ,  0.67    ,  0.03  
K2O     ,  0.71    ,  0.02  
CaO     ,  4.24    ,  0.06  
TiO2    ,  1.00    ,  0.03  
Cr2O3   ,  0.33    ,  0.03  
MnO     ,  0.29    ,  0.03  
FeO     , 15.92    ,  0.20  
Ni      ,  0.4169  ,  0.0210
Zn      ,  0.1927  ,  0.0060
Br      ,  0.0087  ,  0.0010
