"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  4.81    ,  0.20  
MgO     ,  3.66    ,  0.08  
Al2O3   , 15.28    ,  0.38  
SiO2    , 51.94    ,  0.54  
P2O5    ,  0.64    ,  0.05  
SO3     ,  3.56    ,  0.05  
Cl      ,  0.66    ,  0.01  
K2O     ,  2.48    ,  0.08  
CaO     ,  5.46    ,  0.06  
TiO2    ,  0.71    ,  0.03  
Cr2O3   ,  0.04    ,  0.01  
MnO     ,  0.17    ,  0.01  
FeO     , 10.47    ,  0.13  
Ni      ,  0.0048  ,  0.0005
Zn      ,  0.0473  ,  0.0015
Br      ,  0.0011  ,  0.0005
