"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.46    ,  0.20  
MgO     ,  7.98    ,  0.25  
Al2O3   ,  8.40    ,  0.29  
SiO2    , 40.81    ,  0.64  
P2O5    ,  1.13    ,  0.07  
SO3     , 11.49    ,  0.28  
Cl      ,  0.94    ,  0.05  
K2O     ,  0.67    ,  0.04  
CaO     ,  6.14    ,  0.11  
TiO2    ,  0.95    ,  0.09  
Cr2O3   ,  0.37    ,  0.05  
MnO     ,  0.24    ,  0.03  
FeO     , 18.17    ,  0.20  
Ni      ,  0.0697  ,  0.0060
Zn      ,  0.0760  ,  0.0040
Br      ,  0.0180  ,  0.0015
