"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.73    ,  0.14  
MgO     ,  6.10    ,  0.17  
Al2O3   ,  9.45    ,  0.29  
SiO2    , 48.03    ,  0.54  
P2O5    ,  0.83    ,  0.05  
SO3     ,  7.06    ,  0.10  
Cl      ,  1.74    ,  0.03  
K2O     ,  0.99    ,  0.04  
CaO     ,  4.34    ,  0.06  
TiO2    ,  0.95    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  0.11    ,  0.01  
FeO     , 17.01    ,  0.20  
Ni      ,  0.0832  ,  0.0045
Zn      ,  0.1602  ,  0.0050
Br      ,  0.0023  ,  0.0005
