"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.69    ,  0.14  
MgO     ,  4.05    ,  0.17  
Al2O3   ,  4.91    ,  0.19  
SiO2    , 25.84    ,  0.43  
P2O5    ,  0.68    ,  0.07  
SO3     , 30.20    ,  0.40  
Cl      ,  0.82    ,  0.05  
K2O     ,  0.40    ,  0.04  
CaO     , 21.12    ,  0.22  
TiO2    ,  0.46    ,  0.03  
Cr2O3   ,  0.17    ,  0.03  
MnO     ,  0.09    ,  0.03  
FeO     ,  9.38    ,  0.13  
Ni      ,  0.0396  ,  0.0045
Zn      ,  0.0477  ,  0.0030
Br      ,  0.0261  ,  0.0015
