"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.52    ,  0.14  
MgO     , 11.39    ,  0.25  
Al2O3   ,  8.72    ,  0.19  
SiO2    , 42.58    ,  0.54  
P2O5    ,  0.74    ,  0.05  
SO3     ,  2.93    ,  0.10  
Cl      ,  0.48    ,  0.03  
K2O     ,  0.42    ,  0.02  
CaO     ,  7.02    ,  0.08  
TiO2    ,  0.86    ,  0.03  
Cr2O3   ,  0.40    ,  0.03  
MnO     ,  0.41    ,  0.03  
FeO     , 21.35    ,  0.26  
Ni      ,  0.1036  ,  0.0055
Zn      ,  0.0156  ,  0.0015
Br      ,  0.0059  ,  0.0010
