"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.68    ,  0.14  
MgO     ,  5.45    ,  0.17  
Al2O3   ,  9.87    ,  0.29  
SiO2    , 50.44    ,  0.64  
P2O5    ,  0.73    ,  0.05  
SO3     ,  6.81    ,  0.15  
Cl      ,  1.29    ,  0.04  
K2O     ,  0.83    ,  0.04  
CaO     ,  4.39    ,  0.06  
TiO2    ,  0.90    ,  0.03  
Cr2O3   ,  0.31    ,  0.03  
MnO     ,  0.11    ,  0.01  
FeO     , 15.90    ,  0.20  
Ni      ,  0.1038  ,  0.0055
Zn      ,  0.1123  ,  0.0035
Br      ,  0.0108  ,  0.0010
