"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.68    ,  0.14  
MgO     ,  2.73    ,  0.08  
Al2O3   ,  7.81    ,  0.19  
SiO2    , 59.76    ,  0.64  
P2O5    ,  2.10    ,  0.12  
SO3     ,  3.88    ,  0.05  
Cl      ,  0.56    ,  0.02  
K2O     ,  0.52    ,  0.02  
CaO     ,  4.54    ,  0.06  
TiO2    ,  1.16    ,  0.05  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.16    ,  0.01  
FeO     , 13.63    ,  0.20  
Ni      ,  0.0300  ,  0.0015
Zn      ,  0.0712  ,  0.0025
Br      ,  0.0081  ,  0.0005
