"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.51    ,  0.20  
MgO     ,  2.44    ,  0.25  
Al2O3   ,  8.14    ,  0.29  
SiO2    , 60.69    ,  0.64  
P2O5    ,  1.81    ,  0.12  
SO3     ,  3.65    ,  0.15  
Cl      ,  0.54    ,  0.05  
K2O     ,  0.55    ,  0.04  
CaO     ,  4.44    ,  0.10  
TiO2    ,  1.17    ,  0.07  
Cr2O3   ,  0.26    ,  0.03  
MnO     ,  0.12    ,  0.03  
FeO     , 13.50    ,  0.20  
Ni      ,  0.0320  ,  0.0045
Zn      ,  0.0722  ,  0.0040
Br      ,  0.0093  ,  0.0010
