"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.43    ,  0.20  
MgO     ,  7.22    ,  0.25  
Al2O3   ,  9.29    ,  0.29  
SiO2    , 47.38    ,  0.64  
P2O5    ,  0.70    ,  0.07  
SO3     ,  4.63    ,  0.15  
Cl      ,  1.68    ,  0.06  
K2O     ,  0.85    ,  0.04  
CaO     ,  4.07    ,  0.08  
TiO2    ,  1.06    ,  0.07  
Cr2O3   ,  0.37    ,  0.05  
MnO     ,  0.16    ,  0.03  
FeO     , 19.59    ,  0.26  
Ni      ,  0.0891  ,  0.0060
Zn      ,  0.3097  ,  0.0095
Br      ,  0.0591  ,  0.0025
