"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.82    ,  0.20  
MgO     ,  4.14    ,  0.17  
Al2O3   ,  4.82    ,  0.19  
SiO2    , 24.35    ,  0.43  
P2O5    ,  0.83    ,  0.09  
SO3     , 31.71    ,  0.47  
Cl      ,  1.14    ,  0.06  
K2O     ,  0.41    ,  0.04  
CaO     , 22.27    ,  0.22  
TiO2    ,  0.45    ,  0.03  
Cr2O3   ,  0.13    ,  0.03  
MnO     ,  0.08    ,  0.03  
FeO     ,  7.70    ,  0.13  
Ni      ,  0.0299  ,  0.0040
Zn      ,  0.0492  ,  0.0030
Br      ,  0.0233  ,  0.0015
