"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.73    ,  0.48  
MgO     ,  6.02    ,  0.58  
Al2O3   ,  9.56    ,  0.67  
SiO2    , 46.95    ,  0.96  
P2O5    ,  0.77    ,  0.16  
SO3     ,  6.46    ,  0.32  
Cl      ,  1.86    ,  0.10  
K2O     ,  1.01    ,  0.06  
CaO     ,  3.55    ,  0.18  
TiO2    ,  1.08    ,  0.07  
Cr2O3   ,  0.31    ,  0.03  
MnO     ,  0.23    ,  0.04  
FeO     , 19.19    ,  0.39  
Ni      ,  0.0859  ,  0.0055
Zn      ,  0.1145  ,  0.0060
Br      ,  0.0035  ,  0.0015
