"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.98    ,  0.07  
MgO     ,  5.30    ,  0.17  
Al2O3   ,  7.83    ,  0.19  
SiO2    , 43.12    ,  0.54  
P2O5    ,  1.51    ,  0.09  
SO3     , 13.60    ,  0.15  
Cl      ,  0.79    ,  0.02  
K2O     ,  0.79    ,  0.02  
CaO     ,  7.83    ,  0.08  
TiO2    ,  0.96    ,  0.03  
Cr2O3   ,  0.26    ,  0.01  
MnO     ,  0.17    ,  0.01  
FeO     , 15.58    ,  0.20  
Ni      ,  0.0491  ,  0.0025
Zn      ,  0.1755  ,  0.0055
Br      ,  0.0087  ,  0.0005
