"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.64    ,  0.14  
MgO     ,  8.72    ,  0.25  
Al2O3   ,  9.20    ,  0.19  
SiO2    , 43.66    ,  0.54  
P2O5    ,  0.95    ,  0.07  
SO3     ,  6.18    ,  0.08  
Cl      ,  0.79    ,  0.02  
K2O     ,  0.47    ,  0.02  
CaO     ,  7.07    ,  0.08  
TiO2    ,  1.07    ,  0.03  
Cr2O3   ,  0.48    ,  0.01  
MnO     ,  0.39    ,  0.01  
FeO     , 18.23    ,  0.20  
Ni      ,  0.0452  ,  0.0025
Zn      ,  0.0309  ,  0.0010
Br      ,  0.0043  ,  0.0005
