"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.20    ,  0.20  
MgO     ,  4.77    ,  0.25  
Al2O3   ,  8.18    ,  0.19  
SiO2    , 44.85    ,  0.64  
P2O5    ,  1.16    ,  0.07  
SO3     , 10.44    ,  0.25  
Cl      ,  0.62    ,  0.04  
K2O     ,  0.88    ,  0.04  
CaO     ,  5.74    ,  0.10  
TiO2    ,  0.96    ,  0.05  
Cr2O3   ,  0.34    ,  0.03  
MnO     ,  0.27    ,  0.03  
FeO     , 19.34    ,  0.26  
Ni      ,  0.0752  ,  0.0060
Zn      ,  0.0756  ,  0.0040
Br      ,  0.0089  ,  0.0015
