"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.87    ,  0.20  
MgO     ,  6.14    ,  0.25  
Al2O3   , 12.29    ,  0.29  
SiO2    , 46.18    ,  0.75  
P2O5    ,  0.86    ,  0.07  
SO3     ,  6.08    ,  0.20  
Cl      ,  0.98    ,  0.06  
K2O     ,  1.08    ,  0.05  
CaO     ,  6.78    ,  0.13  
TiO2    ,  0.86    ,  0.05  
Cr2O3   ,  0.16    ,  0.03  
MnO     ,  0.40    ,  0.04  
FeO     , 14.15    ,  0.20  
Ni      ,  0.0094  ,  0.0045
Zn      ,  0.0731  ,  0.0045
Br      ,  0.0057  ,  0.0015
