"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.07    ,  0.14  
MgO     ,  7.76    ,  0.17  
Al2O3   , 10.25    ,  0.29  
SiO2    , 45.19    ,  0.54  
P2O5    ,  0.99    ,  0.07  
SO3     ,  7.98    ,  0.17  
Cl      ,  1.13    ,  0.04  
K2O     ,  0.81    ,  0.04  
CaO     ,  6.97    ,  0.08  
TiO2    ,  0.85    ,  0.03  
Cr2O3   ,  0.22    ,  0.03  
MnO     ,  0.23    ,  0.03  
FeO     , 14.40    ,  0.20  
Ni      ,  0.0215  ,  0.0025
Zn      ,  0.0625  ,  0.0025
Br      ,  0.0051  ,  0.0010
