"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.46    ,  0.20  
MgO     ,  6.88    ,  0.25  
Al2O3   ,  9.06    ,  0.29  
SiO2    , 48.61    ,  0.64  
P2O5    ,  1.28    ,  0.09  
SO3     ,  4.81    ,  0.20  
Cl      ,  1.37    ,  0.07  
K2O     ,  0.82    ,  0.05  
CaO     ,  3.39    ,  0.10  
TiO2    ,  1.18    ,  0.07  
Cr2O3   ,  0.33    ,  0.05  
MnO     ,  0.09    ,  0.03  
FeO     , 19.29    ,  0.20  
Ni      ,  0.0875  ,  0.0075
Zn      ,  0.1740  ,  0.0065
Br      ,  0.0572  ,  0.0025
