"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.25    ,  0.07  
MgO     , 11.43    ,  0.25  
Al2O3   ,  8.12    ,  0.19  
SiO2    , 43.03    ,  0.54  
P2O5    ,  0.82    ,  0.05  
SO3     ,  2.69    ,  0.05  
Cl      ,  0.43    ,  0.02  
K2O     ,  0.33    ,  0.01  
CaO     ,  6.95    ,  0.07  
TiO2    ,  0.92    ,  0.03  
Cr2O3   ,  0.38    ,  0.01  
MnO     ,  0.43    ,  0.01  
FeO     , 22.03    ,  0.26  
Ni      ,  0.1231  ,  0.0065
Zn      ,  0.0144  ,  0.0010
Br      ,  0.0039  ,  0.0005
