"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.27    ,  0.48  
MgO     ,  5.95    ,  1.25  
Al2O3   ,  8.24    ,  0.29  
SiO2    , 44.15    ,  0.64  
P2O5    ,  0.99    ,  0.21  
SO3     , 10.21    ,  0.32  
Cl      ,  0.64    ,  0.07  
K2O     ,  0.83    ,  0.17  
CaO     ,  4.80    ,  0.13  
TiO2    ,  1.05    ,  0.22  
Cr2O3   ,  0.32    ,  0.05  
MnO     ,  0.34    ,  0.04  
FeO     , 19.91    ,  0.26  
Ni      ,  0.1019  ,  0.0110
Zn      ,  0.1104  ,  0.0075
Br      ,  0.0150  ,  0.0020
