"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.94    ,  0.20  
MgO     ,  8.43    ,  0.25  
Al2O3   ,  7.02    ,  0.29  
SiO2    , 37.41    ,  0.64  
P2O5    ,  0.95    ,  0.09  
SO3     , 17.54    ,  0.40  
Cl      ,  0.73    ,  0.06  
K2O     ,  0.65    ,  0.04  
CaO     ,  5.90    ,  0.13  
TiO2    ,  0.94    ,  0.09  
Cr2O3   ,  0.24    ,  0.05  
MnO     ,  0.22    ,  0.04  
FeO     , 17.63    ,  0.20  
Ni      ,  0.0992  ,  0.0090
Zn      ,  0.0830  ,  0.0055
Br      ,  0.0239  ,  0.0020
