"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.51    ,  0.14  
MgO     ,  6.07    ,  0.17  
Al2O3   ,  9.41    ,  0.19  
SiO2    , 48.00    ,  0.54  
P2O5    ,  0.82    ,  0.05  
SO3     ,  7.60    ,  0.10  
Cl      ,  1.12    ,  0.02  
K2O     ,  0.86    ,  0.04  
CaO     ,  5.36    ,  0.06  
TiO2    ,  0.96    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.17    ,  0.01  
FeO     , 16.52    ,  0.20  
Ni      ,  0.0935  ,  0.0050
Zn      ,  0.1069  ,  0.0035
Br      ,  0.0135  ,  0.0005
