"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.39    ,  0.14  
MgO     ,  7.28    ,  0.17  
Al2O3   ,  8.69    ,  0.19  
SiO2    , 45.89    ,  0.54  
P2O5    ,  0.96    ,  0.07  
SO3     ,  8.90    ,  0.15  
Cl      ,  1.67    ,  0.04  
K2O     ,  0.88    ,  0.04  
CaO     ,  3.80    ,  0.04  
TiO2    ,  1.02    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  0.19    ,  0.01  
FeO     , 17.71    ,  0.20  
Ni      ,  0.0918  ,  0.0050
Zn      ,  0.1220  ,  0.0040
Br      ,  0.0408  ,  0.0015
