"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.76    ,  0.14  
MgO     ,  5.34    ,  0.17  
Al2O3   , 11.18    ,  0.29  
SiO2    , 52.00    ,  0.54  
P2O5    ,  1.16    ,  0.07  
SO3     ,  4.77    ,  0.08  
Cl      ,  0.56    ,  0.02  
K2O     ,  0.73    ,  0.02  
CaO     ,  4.41    ,  0.06  
TiO2    ,  0.96    ,  0.03  
Cr2O3   ,  0.36    ,  0.01  
MnO     ,  0.31    ,  0.01  
FeO     , 15.19    ,  0.20  
Ni      ,  0.0562  ,  0.0030
Zn      ,  0.1367  ,  0.0045
Br      ,  0.0037  ,  0.0005
