"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  4.72    ,  0.20  
MgO     ,  6.96    ,  0.17  
Al2O3   , 11.37    ,  0.29  
SiO2    , 46.83    ,  0.54  
P2O5    ,  0.76    ,  0.05  
SO3     ,  2.81    ,  0.05  
Cl      ,  0.75    ,  0.02  
K2O     ,  1.94    ,  0.06  
CaO     ,  5.99    ,  0.07  
TiO2    ,  0.76    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.29    ,  0.01  
FeO     , 16.38    ,  0.20  
Ni      ,  0.0398  ,  0.0020
Zn      ,  0.0550  ,  0.0020
Br      ,  0.0079  ,  0.0005
