"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.56    ,  0.14  
MgO     ,  7.36    ,  0.17  
Al2O3   ,  8.85    ,  0.19  
SiO2    , 44.13    ,  0.54  
P2O5    ,  0.84    ,  0.05  
SO3     ,  4.82    ,  0.08  
Cl      ,  0.96    ,  0.02  
K2O     ,  0.81    ,  0.04  
CaO     ,  4.83    ,  0.06  
TiO2    ,  1.09    ,  0.03  
Cr2O3   ,  0.43    ,  0.01  
MnO     ,  0.23    ,  0.01  
FeO     , 22.82    ,  0.26  
Ni      ,  0.1011  ,  0.0055
Zn      ,  0.0656  ,  0.0020
Br      ,  0.0202  ,  0.0010
