"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.48    ,  0.14  
MgO     ,  5.48    ,  0.17  
Al2O3   ,  8.63    ,  0.19  
SiO2    , 45.52    ,  0.64  
P2O5    ,  1.11    ,  0.07  
SO3     ,  7.85    ,  0.17  
Cl      ,  1.16    ,  0.04  
K2O     ,  0.98    ,  0.04  
CaO     ,  5.17    ,  0.08  
TiO2    ,  1.14    ,  0.05  
Cr2O3   ,  0.32    ,  0.03  
MnO     ,  0.12    ,  0.03  
FeO     , 19.81    ,  0.26  
Ni      ,  0.0723  ,  0.0045
Zn      ,  0.0609  ,  0.0030
Br      ,  0.0157  ,  0.0010
