"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.58    ,  0.14  
MgO     ,  5.16    ,  0.17  
Al2O3   ,  9.34    ,  0.19  
SiO2    , 49.73    ,  0.64  
P2O5    ,  0.78    ,  0.05  
SO3     ,  4.30    ,  0.12  
Cl      ,  1.09    ,  0.04  
K2O     ,  1.15    ,  0.04  
CaO     ,  3.33    ,  0.07  
TiO2    ,  1.14    ,  0.05  
Cr2O3   ,  0.33    ,  0.03  
MnO     ,  0.09    ,  0.03  
FeO     , 20.71    ,  0.26  
Ni      ,  0.0727  ,  0.0045
Zn      ,  0.0675  ,  0.0030
Br      ,  0.0348  ,  0.0015
